2026-09-25 04:54:49 - Step 1 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.154 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:35 - Step 441 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.496 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:35 - Step 441 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.409 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:35 - Step 441 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.450 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:35 - Step 442 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.345 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:35 - Step 442 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.487 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:36 - Step 443 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.495 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:36 - Step 443 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.472 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:36 - Step 443 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.452 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:36 - Step 444 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.493 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:36 - Step 444 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.401 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:36 - Step 445 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.492 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:36 - Step 445 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.494 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:36 - Step 446 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.452 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:36 - Step 446 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.444 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:37 - Step 447 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.449 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:37 - Step 447 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.357 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:37 - Step 447 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.443 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:37 - Step 448 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.496 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:37 - Step 448 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.427 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:38 - Step 449 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.473 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:38 - Step 449 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.171 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:38 - Step 449 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.435 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:38 - Step 450 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.024 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:38 - Step 450 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.437 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:38 - Step 451 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.480 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:38 - Step 451 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.255 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:38 - Step 451 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.415 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:38 - Step 452 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.493 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:38 - Step 452 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.472 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:39 - Step 453 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.445 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:39 - Step 453 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.452 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:39 - Step 453 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.365 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:39 - Step 454 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.207 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:39 - Step 454 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.455 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:39 - Step 455 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.470 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:39 - Step 455 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.467 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:39 - Step 455 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.480 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:39 - Step 456 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.332 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:39 - Step 456 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.434 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:40 - Step 457 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.452 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:40 - Step 457 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.438 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:40 - Step 457 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.425 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:40 - Step 458 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.185 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:40 - Step 458 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.067 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:40 - Step 459 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.462 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:40 - Step 459 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.271 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:40 - Step 459 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.326 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:40 - Step 460 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.063 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:41 - Step 461 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.472 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:41 - Step 461 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.286 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:41 - Step 461 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.466 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:41 - Step 462 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.495 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:41 - Step 463 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.351 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:41 - Step 463 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.484 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:41 - Step 463 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.468 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:41 - Step 464 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.486 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:41 - Step 464 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.477 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:42 - Step 465 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.461 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:42 - Step 465 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.474 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:42 - Step 465 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.357 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:42 - Step 466 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.462 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:42 - Step 466 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.413 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:42 - Step 467 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.461 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:42 - Step 467 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.491 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:42 - Step 467 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.340 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:42 - Step 468 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.461 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:42 - Step 468 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.478 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:43 - Step 469 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.491 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:43 - Step 469 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.441 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:43 - Step 470 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.460 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:43 - Step 470 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.472 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:43 - Step 471 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.120 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:43 - Step 471 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.476 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:43 - Step 471 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.490 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:43 - Step 472 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.385 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:43 - Step 472 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.466 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:44 - Step 473 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.494 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:55:44 - Step 473 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.413 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
